Fuel Type Code,Station Name,Street Address,City,State,ZIP,Plus4,Country,Geocode Status,Latitude,Longitude,Open Date,Date Last Confirmed,ID,Updated At,Owner Type Code,Status Code,Expected Date,Groups With Access Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,EV Connector Types,Facility Type,EV Pricing,EV On-Site Renewable Source,Restricted Access,Maximum Vehicle Class,EV Workplace Charging,Federal Funding Types,CN_idx,CN_lon,CN_lat,CN_err
ELEC,Hyatt at Fisherman's Wharf,555 N Point St,San Francisco,CA,94133,,US,GPS,37.80619,-122.4152,1998-07-01,2023-05-03,7280.0,2024-01-31 22:07:01 UTC,P,E,,Public,24 hours daily; pay lot; see valet for access,0.0,1.0,0.0,,Non-Networked,,J1772,HOTEL,,,False,LD,False,,65333356,-122.4154494,37.8063559,28.642328500506963
ELEC,Japan Center Garage,1610 Geary Blvd,San Francisco,CA,94115,,US,GPS,37.784912,-122.430237,2002-01-31,2022-09-14,21351.0,2023-02-14 15:54:11 UTC,LG,E,,Public - Credit card at all times,24 hours daily; pay lot,0.0,0.0,0.0,1 SP Inductive,Non-Networked,,,PARKING_GARAGE,,,False,MD,False,,65338334,-122.4299332,37.7848079,29.099138869777132
ELEC,Palace Hotel,2 New Montgomery St,San Francisco,CA,94105,,US,GPS,37.78881,-122.401,2002-01-31,2023-05-03,21358.0,2024-01-31 22:07:01 UTC,P,E,,Public,24 hours daily,0.0,2.0,0.0,,Non-Networked,,J1772,HOTEL,$7 per session,,False,LD,False,,65317028,-122.4008266,37.7888257,15.337145013024049
ELEC,Mark Hopkins InterContinental Hotel,999 California St,San Francisco,CA,94108,,US,200-8,37.791791,-122.411265,2002-01-31,2021-11-04,21360.0,2024-07-01 18:03:10 UTC,P,E,,Public,24 hours daily; for guest use only; see valet for access,0.0,1.0,0.0,,Non-Networked,,J1772,HOTEL,,,True,LD,False,,65295314,-122.4108302,37.791838,38.562131194364014
ELEC,City of Vacaville - Cultural Center,1000 Ulatis Dr,Vacaville,CA,95687,,US,GPS,38.356027,-121.9628,2004-06-15,2023-05-03,25511.0,2024-06-21 20:30:20 UTC,LG,E,,Public,24 hours daily,0.0,1.0,0.0,,Non-Networked,,J1772,MUNI_GOV,Free,,False,LD,False,,62358505,-121.962617,38.3562926,33.56847237540244
ELEC,Stars Recreation Center,155 Browns Valley Pkwy,Vacaville,CA,95688,,US,GPS,38.36557,-121.967,2004-06-15,2023-05-03,25514.0,2024-06-21 20:30:20 UTC,LG,E,,Public,24 hours daily,0.0,4.0,0.0,,Non-Networked,,J1772,REC_SPORTS_FACILITY,Free,,False,LD,False,,62498280,-121.9677038,38.3656759,62.479997997687775
ELEC,City of Vacaville - Regional Transport Center,190 Hickory Ln,Vacaville,CA,95688,,US,GPS,38.35172,-121.987,2004-06-15,2023-05-03,25515.0,2024-06-21 20:30:20 UTC,LG,E,,Public,24 hours daily,0.0,2.0,0.0,,Non-Networked,,J1772,TRAVEL_CENTER,Free,,False,LD,False,,62433515,-121.9872953,38.3521759,56.859014174756545
ELEC,Office of Housing & Redevelopment,40 Eldridge Ave,Vacaville,CA,95688,,US,200-9,38.356907,-122.001886,2004-06-15,2023-05-03,25516.0,2024-06-21 20:30:20 UTC,LG,E,,Public,24 hours daily,0.0,2.0,0.0,,Non-Networked,,J1772,OFFICE_BLDG,Free,,False,LD,False,,62435568,-122.0018803,38.3566736,25.957691104993238
ELEC,KUIC Radio - Parking Lot,500 Catherine St,Vacaville,CA,95688,,US,GPS,38.355867,-121.9862,2004-06-15,2023-05-03,25517.0,2024-06-21 20:30:20 UTC,LG,E,,Public,24 hours daily,0.0,1.0,0.0,1 SP Inductive,Non-Networked,,J1772,PARKING_LOT,Free,,False,LD,False,,62417387,-121.9864013,38.355782,19.935525904332778
ELEC,City of Vacaville - City Hall,650 Merchant St,Vacaville,CA,95688,,US,200-9,38.351758,-121.994475,2004-06-15,2023-05-03,25518.0,2024-06-21 20:30:20 UTC,LG,E,,Public,Primarily government use,0.0,7.0,0.0,2 SP Inductive,Non-Networked,,J1772,MUNI_GOV,Free,,True,LD,False,,62384231,-121.9948778,38.3525025,89.92794282743621
ELEC,Pitt School Plaza,1440 Ary Ln,Dixon,CA,95620,,US,200-9,38.457369,-121.842567,2004-06-15,2023-05-03,25520.0,2024-06-21 20:30:20 UTC,LG,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,1.0,0.0,0.0,1 SP Inductive  1 Tesla Conductive,Non-Networked,,NEMA520,SHOPPING_CENTER,Free,,False,,False,,62209244,-121.8415681,38.4580512,115.40973784105617
ELEC,Rio Vista City Hall,1 Main St,Rio Vista,CA,94571,,US,GPS,38.15485,-121.69,2006-08-15,2022-01-10,27302.0,2024-06-27 19:13:47 UTC,LG,E,,Public,24 hours daily,0.0,1.0,0.0,,Non-Networked,,J1772,MUNI_GOV,Free,,False,LD,False,,62481300,-121.6898934,38.1551174,31.160275491998558
ELEC,Fairfield City Hall,1000 Webster St,Fairfield,CA,94533,,US,200-8,38.25281,-122.044229,2012-08-27,2022-12-13,27328.0,2024-06-27 19:56:45 UTC,LG,E,,Public,24 hours daily,0.0,2.0,0.0,,Non-Networked,,J1772,MUNI_GOV,Free,,False,LD,False,,62393431,-122.0442182,38.2536668,95.27661501909645
ELEC,Solano Community College,4000 Suisun Valley Rd,Fairfield,CA,94534,,US,GPS,38.23723,-122.123,2005-07-15,2023-05-03,27329.0,2024-06-21 20:30:20 UTC,LG,E,,Public,24 hours daily,0.0,3.0,0.0,1 SP Inductive,Non-Networked,,J1772,COLLEGE_CAMPUS,Free,,False,,False,,62468494,-122.1242008,38.2376498,114.7953694701598
ELEC,Vallejo Ferry Terminal,495 Mare Island Way,Vallejo,CA,94590,,US,200-8,38.105062,-122.265895,2005-07-15,2023-05-03,27335.0,2024-06-21 20:30:20 UTC,LG,E,,Public,24 hours daily,0.0,0.0,0.0,2 SP Inductive  1 Avcon Conductive  1 Tesla Conductive,Non-Networked,,,TRAVEL_CENTER,Free,,False,MD,False,,62362334,-122.2658892,38.1050167,5.062636890839701
ELEC,Nut Tree Village,1651 E Monte Vista Ave,Vacaville,CA,95688,,US,200-9,38.368755,-121.961192,2008-12-15,2023-05-03,33545.0,2024-06-21 20:30:20 UTC,P,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,1.0,1.0,0.0,1 SP Inductive,Non-Networked,,J1772 NEMA515,SHOPPING_CENTER,Free,,False,,False,,470163503,-121.9618433,38.3680169,99.80014714815111
ELEC,Golden Gate Ferry Terminal,101 E Sir Francis Drake Blvd,Larkspur,CA,94939,,US,GPS,37.94495,-122.5096,2008-12-31,2023-05-03,33690.0,2024-01-31 22:07:01 UTC,P,E,,Public,24 hours daily; pay lot,0.0,1.0,0.0,,Non-Networked,,J1772,PARKING_LOT,Free,,False,LD,False,,270661590,-122.5076847,37.9454434,176.68350741887932
ELEC,Oakland International Airport - Daily Lot,1 Airport Dr,Oakland,CA,94621,,US,GPS,37.7136,-122.2087,2012-12-20,2023-06-12,33695.0,2024-01-31 22:07:01 UTC,LG,E,,Public,24 hours daily; pay lot,0.0,4.0,0.0,,Non-Networked,,J1772,AIRPORT,Free,,False,LD,False,,3149810861,-122.2076464,37.713342,97.01766840409817
ELEC,Fairfield Transportation Center,2000 Cadenasso Dr,Fairfield,CA,94533,,US,GPS,38.2482,-122.0678,2009-05-01,2023-05-03,35146.0,2024-06-21 20:30:20 UTC,LG,E,,Public,24 hours daily,0.0,2.0,0.0,2 Tesla Conductive,Non-Networked,,J1772,TRAVEL_CENTER,Free,,False,,False,,2588555872,-122.0683132,38.2493171,132.05308422119984
ELEC,Beach & Hyde Garage,655 Beach St,San Francisco,CA,94109,,US,200-8,37.806798,-122.419488,2011-02-01,2023-09-14,38518.0,2024-01-31 22:07:01 UTC,P,E,,Public,24 hours daily; pay lot,0.0,5.0,0.0,,Non-Networked,,J1772,PAY_GARAGE,Free,,False,LD,False,,65297254,-122.4194991,37.8067999,0.997794687460523
ELEC,Antioch Nissan,1831 Auto Center Dr,Antioch,CA,94509,,US,200-9,38.007799,-121.832042,2011-03-15,2024-02-12,39870.0,2024-02-12 15:25:05 UTC,P,E,,Public - Call ahead,Dealership business hours,0.0,1.0,1.0,,Non-Networked,,CHADEMO J1772 J1772COMBO,CAR_DEALER,Free,,False,LD,False,,3966724436,-121.8330211,38.0077227,86.20105922415208
ELEC,Autocom Nissan - Concord,1290 Concord Ave,Concord,CA,94520,,US,200-8,37.980192,-122.050128,2011-03-15,2024-02-12,39880.0,2024-02-12 15:25:05 UTC,P,E,,Public - Call ahead,Dealership business hours,0.0,1.0,0.0,,Non-Networked,,J1772,CAR_DEALER,Free,,False,LD,False,,5281376224,-122.0503189,37.9802032,16.77801608621788
ELEC,Premier Nissan of Fremont,5701 Cushing Pkwy,Fremont,CA,94538,,US,200-8,37.49864,-121.9734,2011-03-15,2024-02-12,39893.0,2024-02-12 15:25:05 UTC,P,E,,Public - Call ahead,Dealership business hours,0.0,2.0,1.0,,Non-Networked,,CHADEMO J1772,CAR_DEALER,Free,,False,LD,False,,1316803202,-121.9734736,37.498159,53.87750440134796
ELEC,South County Nissan,400 Automall Dr,Gilroy,CA,95020,,US,200-9,36.996869,-121.558573,2011-03-15,2024-02-12,39897.0,2024-02-12 15:25:05 UTC,P,E,,Public - Call ahead,Dealership business hours,0.0,1.0,0.0,,Non-Networked,,J1772,CAR_DEALER,Free,,False,,False,,65481413,-121.557965,36.9974652,85.50103819193268
ELEC,Hayward Nissan,24644 Mission Blvd,Hayward,CA,94544,,US,200-9,37.662305,-122.075178,2011-03-15,2024-02-12,39901.0,2024-02-12 15:25:05 UTC,P,E,,Public - Call ahead,Dealership business hours,0.0,2.0,1.0,,Non-Networked,,CHADEMO J1772 J1772COMBO,CAR_DEALER,Free,,False,LD,False,,53104594,-122.0752594,37.6620363,30.7252768661692
ELEC,Napa Nissan,510 Soscol Ave,Napa,CA,94559,,US,200-8,38.2927,-122.27752,2011-03-15,2024-02-12,39914.0,2024-02-12 15:25:05 UTC,P,E,,Public - Call ahead,Dealership business hours,0.0,1.0,0.0,,Non-Networked,,J1772,CAR_DEALER,Free,,False,LD,False,,1017344487,-122.2779324,38.2924652,44.463639183879806
ELEC,North Bay Nissan,1250 Auto Center Dr,Petaluma,CA,94952,,US,200-9,38.267202,-122.665068,2011-03-15,2024-02-12,39920.0,2024-02-12 15:25:05 UTC,P,E,,Public - Call ahead,Dealership business hours,0.0,4.0,1.0,,Non-Networked,,CHADEMO J1772 J1772COMBO,CAR_DEALER,Free,,False,LD,False,,56098795,-122.6660618,38.267309,87.573366935113
ELEC,Hanlees Hilltop Nissan,3277 Auto Plaza,Richmond,CA,94806,,US,200-8,37.98521,-122.32138,2011-03-15,2024-02-12,39925.0,2024-02-12 15:25:05 UTC,P,E,,Public - Call ahead,Dealership business hours,0.0,1.0,1.0,,Non-Networked,,CHADEMO J1772 J1772COMBO,CAR_DEALER,Free,,False,LD,False,,266924426,-122.3226384,37.9845992,129.52279574077062
ELEC,Premier Nissan,1120 W Capitol Expy,San Jose,CA,95136,,US,GPS,37.275144,-121.877656,2011-03-15,2024-02-12,39935.0,2024-02-12 15:25:05 UTC,P,E,,Public - Call ahead,Dealership business hours,0.0,1.0,2.0,,Non-Networked,,CHADEMO J1772 J1772COMBO,CAR_DEALER,Free,,False,,False,,8918816378,-121.8777312,37.2754715,37.019277384630016
ELEC,San Leandro Nissan,1152 Marina Blvd,San Leandro,CA,94577,,US,200-8,37.71267,-122.16245,2011-03-15,2024-02-12,39937.0,2024-02-12 15:25:05 UTC,P,E,,Public - Call ahead,Dealership business hours,0.0,2.0,1.0,,Non-Networked,,CHADEMO J1772 J1772COMBO,CAR_DEALER,Free,,False,LD,False,,53050813,-122.1626112,37.7121978,54.38737502139393
ELEC,Stevens Creek Nissan,4855 Stevens Creek Blvd,Santa Clara,CA,95051,,US,200-8,37.32349,-121.98788,2011-03-15,2024-02-12,39939.0,2024-02-12 15:25:05 UTC,P,E,,Public - Call ahead,Dealership business hours,0.0,1.0,2.0,,Non-Networked,,CHADEMO J1772 J1772COMBO,CAR_DEALER,Free,,False,LD,False,,4168013072,-121.9881321,37.323095,49.2552708280089
ELEC,Jim Bone Nissan,1275 Santa Rosa Ave,Santa Rosa,CA,95404,,US,200-8,38.42558,-122.71418,2011-03-15,2024-02-12,39943.0,2024-02-12 15:25:05 UTC,P,E,,Public - Call ahead,Dealership business hours,0.0,4.0,1.0,,Non-Networked,,CHADEMO J1772 J1772COMBO,CAR_DEALER,Free,,False,LD,False,,6512702079,-122.7134753,38.4263843,108.47535077311406
ELEC,Nissan of Vacaville,671 Orange Dr,Vacaville,CA,95687,,US,200-9,38.381441,-121.941218,2011-03-15,2024-02-12,39953.0,2024-02-12 15:25:05 UTC,P,E,,Public - Call ahead,Dealership business hours,0.0,1.0,0.0,,Non-Networked,,J1772,CAR_DEALER,Free,,False,,False,,62437026,-121.9426601,38.3796176,238.5580834398977
ELEC,Vallejo Nissan,3287 Sonoma Blvd,Vallejo,CA,94590,,US,200-9,38.118088,-122.255493,2011-03-15,2024-02-12,39955.0,2024-02-12 15:25:05 UTC,P,E,,Public - Call ahead,Dealership business hours,0.0,1.0,0.0,,Non-Networked,,J1772,CAR_DEALER,Free,,False,LD,False,,62522612,-122.2548307,38.1181192,58.04285281969085
ELEC,CITY OF DUBLIN LIBRARY MIDDLE,200 Civic Plaza,Dublin,CA,94568,,US,GPS,37.702909,-121.91835,2012-03-15,2024-07-09,45313.0,2024-07-09 01:08:44 UTC,,E,,Public,24 hours daily,0.0,1.0,0.0,,ChargePoint Network,http://www.chargepoint.com/,J1772,,,,,,False,,2414117580,-121.9182667,37.7037362,92.27205204144573
ELEC,Golden Gate Park - Music Concourse Garage,1 Music Concourse Dr,San Francisco,CA,94118,,US,200-8,37.768766,-122.468341,2012-04-10,2022-08-10,46473.0,2023-02-14 15:54:11 UTC,P,E,,Public,Garage business hours; pay lot; Drivers must bring their own J1772 cordset for Level 1 charging,9.0,2.0,0.0,,Non-Networked,,J1772 NEMA520,PAY_GARAGE,Free; Pay to park,,False,LD,False,,65323030,-122.466994,37.7680171,144.75181367909678
ELEC,Cupertino Electric,1132 N 7th St,San Jose,CA,95112,,US,GPS,37.36217972612609,-121.8995386415253,2019-01-23,2023-09-14,46482.0,2024-01-31 22:07:01 UTC,T,E,,Public,7am-6pm M-F,0.0,12.0,0.0,,Non-Networked,,J1772,UTILITY,Free,SOLAR,False,LD,False,,614066248,-121.9011386,37.362278,141.82514506188858
ELEC,Nissan of Burlingame,101 California Dr,Burlingame,CA,94010,,US,200-9,37.57792,-122.341931,2012-01-31,2024-02-12,46709.0,2024-02-12 15:25:05 UTC,P,E,,Public - Call ahead,Dealership business hours,0.0,1.0,0.0,,Non-Networked,,J1772,CAR_DEALER,Free,,False,,False,,65417048,-122.3414461,37.5779317,42.75153725956816
ELEC,CITYOF CAMPBELL 2NDST GARAGE UL,41 N 2nd St,Campbell,CA,95008,,US,GPS,37.287593,-121.946908,2012-04-01,2024-07-09,46715.0,2024-07-09 01:07:38 UTC,,E,,Public,24 hours daily,0.0,1.0,0.0,,ChargePoint Network,http://www.chargepoint.com/,J1772,,,,,,False,,8975126908,-121.94721,37.2878725,40.98424603498358
ELEC,Dublin Nissan,6450 Dublin Ct,Dublin,CA,94568,,US,200-8,37.70271,-121.91118,2012-01-31,2024-02-12,46721.0,2024-02-12 15:25:05 UTC,P,E,,Public - Call ahead,Dealership business hours,0.0,4.0,1.0,,Non-Networked,,CHADEMO J1772,CAR_DEALER,Free,,False,LD,False,,2471352551,-121.9115506,37.7033887,82.2098687498993
ELEC,Momentum Nissan,2545 Auto Mall Pkwy,Fairfield,CA,94533,,US,200-8,38.24415,-122.0795,2012-01-31,2024-02-12,46724.0,2024-02-12 15:25:05 UTC,P,E,,Public - Call ahead,Dealership business hours,0.0,2.0,1.0,,Non-Networked,,CHADEMO J1772 J1772COMBO,CAR_DEALER,Free,,False,LD,False,,62471400,-122.0799217,38.2430393,128.8782279368612
ELEC,CITY OF COTATI COMMUNITYCENTR2,216 E School St,Cotati,CA,94931,,US,GPS,38.32398,-122.709121,2012-05-31,2024-07-09,48179.0,2024-07-09 01:08:25 UTC,,E,,Public,24 hours daily,0.0,1.0,0.0,,ChargePoint Network,http://www.chargepoint.com/,J1772,,,,,,False,,56114678,-122.7094256,38.3241699,33.940117091391734
ELEC,Bella Vista Road Park & Ride Lot,782 Davis Ct,Vacaville,CA,95687,,US,GPS,38.34962,-121.987,2005-07-15,2023-05-03,48838.0,2024-06-21 20:30:20 UTC,LG,E,,Public,24 hours daily,0.0,6.0,0.0,,Non-Networked,,J1772,PARKING_LOT,Free,,False,LD,False,,62236856,-121.986856,38.3502572,71.95765566298176
ELEC,Homewood Suites - San Jose Airport,10 W Trimble Rd,San Jose,CA,95131,,US,GPS,37.38514,-121.9288,2015-04-28,2023-05-03,49342.0,2024-01-31 22:07:01 UTC,P,E,,Public,24 hours daily; for guest use only,0.0,2.0,0.0,,Non-Networked,,J1772,HOTEL,Free,,True,LD,False,,313113382,-121.9278415,37.3858725,117.49806967994729
ELEC,Vallejo City Hall,555 Santa Clara St,Vallejo,CA,94590,,US,GPS,38.1022,-122.261,2012-08-29,2023-10-12,49350.0,2024-01-31 22:07:01 UTC,LG,E,,Public,24 hours daily; maximum session time of 3 hours,0.0,2.0,0.0,,Non-Networked,,J1772,MUNI_GOV,Free,,False,,False,,62212160,-122.2620064,38.1031532,137.7995140435413
ELEC,InterContinental Hotel - San Francisco,888 Howard St,San Francisco,CA,94103,,US,200-9,37.782079,-122.404764,2011-08-01,2023-05-03,50011.0,2024-01-31 22:07:01 UTC,P,E,,Public,24 hours daily; pay lot; for guest use only,0.0,2.0,0.0,,Non-Networked,,J1772,HOTEL,Free,,True,LD,False,,6873099368,-122.4042614,37.7820501,44.28658093219743
ELEC,Oakland International Airport - Economy Lot,1 Airport Dr,Oakland,CA,94621,,US,GPS,37.7153,-122.2145,2012-12-20,2023-06-12,50736.0,2024-01-31 22:07:01 UTC,LG,E,,Public,24 hours daily; pay lot,0.0,2.0,0.0,,Non-Networked,,J1772,AIRPORT,Free,,False,LD,False,,53123777,-122.2143673,37.7149441,41.259870177620165
ELEC,Wilson Sonsini Goodrich & Rosati,650 Page Mill Rd,Palo Alto,CA,94304,,US,200-8,37.42153,-122.14477,2013-02-15,2023-08-10,50949.0,2024-01-31 22:07:01 UTC,P,E,,Public - Call ahead,24 hours daily; for guest use only; see security to access,0.0,2.0,0.0,,Non-Networked,,J1772,OFFICE_BLDG,,,True,LD,False,,65405149,-122.1427496,37.4220648,188.06933658864247
ELEC,ProjectGreenHome.org,314 Stanford Ave,Palo Alto,CA,94306,,US,200-9,37.430039,-122.147944,2013-03-19,2023-06-12,51933.0,2024-01-31 22:07:01 UTC,P,E,,Public,24 hours daily,0.0,2.0,0.0,,Non-Networked,,J1772,STREET_PARKING,Free,SOLAR,False,,False,,65500588,-122.1473322,37.4300539,54.04707808066491
ELEC,Unitarian Universalist Church,505 E Charleston Rd,Palo Alto,CA,94306,,US,200-9,37.419672,-122.112723,2013-03-19,2023-06-12,51934.0,2024-01-31 22:07:01 UTC,P,E,,Public,24 hours daily,0.0,1.0,0.0,,Non-Networked,,J1772,PLACE_OF_WORSHIP,Free,SOLAR,False,,False,,6272169470,-122.1115875,37.4192186,112.23861873109448
ELEC,Mark Day School,39 Trellis Dr,San Rafael,CA,94903,,US,200-9,38.007147,-122.554769,2013-03-09,2024-05-09,51952.0,2024-05-09 20:32:20 UTC,P,E,,Public,24 hours daily,0.0,2.0,0.0,,Non-Networked,,J1772,SCHOOL,Free,SOLAR,False,LD,True,,110410644,-122.5542036,38.0086126,170.329953740066
ELEC,Solano County - County Administration Center Parking Structure,675 Texas St,Fairfield,CA,94533,,US,200-8,38.24922,-122.041825,2013-07-23,2024-01-09,52737.0,2024-04-18 19:38:54 UTC,LG,E,,Public,24 hours daily,0.0,8.0,0.0,,Non-Networked,,J1772,MUNI_GOV,Free,,False,MD,False,,62395461,-122.0419134,38.2492298,7.796003965148288
ELEC,San Francisco State University,1600 Holloway Ave,San Francisco,CA,94132,,US,200-8,37.720848,-122.477023,2013-07-16,2023-01-10,52748.0,2023-02-14 15:54:11 UTC,SG,E,,Public,24 hours daily; daily permit or day permit required,0.0,41.0,0.0,,Non-Networked,,J1772,COLLEGE_CAMPUS,"$1 per Hr for SFSU students and faculty, $1.50 per hr for public",,True,LD,False,,1201336245,-122.4770495,37.7207993,5.895516617311964
ELEC,Alameda South Shore Center,2210 South Shore Center,Alameda,CA,94501,,US,GPS,37.7568664,-122.2531034,2013-12-10,2024-06-23,53723.0,2024-06-23 03:18:28 UTC,,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,0.0,2.0,0.0,,Volta,https://voltacharging.com/,J1772,,,,False,,False,,52995478,-122.2540019,37.7573818,97.58958907500974
ELEC,ORACLE PLS 5805OWENS-04,5805 Owens Dr,Pleasanton,CA,94588,,US,GPS,37.700176,-121.892147,2014-03-11,2024-07-09,60677.0,2024-07-09 01:08:56 UTC,,E,,Public,Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,0.0,2.0,0.0,,ChargePoint Network,http://www.chargepoint.com/,J1772,,,,,,False,,358391021,-121.893038,37.7014109,158.11473316698047
ELEC,Lake Merritt Tower,155 Grand Ave,Oakland,CA,94612,,US,200-9,37.810716,-122.263905,2011-02-01,2023-01-10,61854.0,2023-02-14 15:54:11 UTC,P,E,,Public,Restricted to garage hours; pay lot; see valet for access; Drivers must bring their own J1772 cordset for Level 1 charging,4.0,2.0,0.0,,Non-Networked,,J1772 NEMA515,PAY_GARAGE,Free; parking fee,,True,LD,False,,53145251,-122.2643007,37.81121,65.00548366261398
ELEC,Muir Woods,1 Muir Woods Rd,Mill Valley,CA,94941,,US,GPS,37.893488,-122.572748,2012-06-01,2024-05-09,62071.0,2024-05-09 20:32:20 UTC,FG,E,,Public,24 hours daily,0.0,1.0,0.0,,Non-Networked,,J1772,NATL_PARK,Free,,False,LD,False,,320087034,-122.5673242,37.899514,821.8768476512112
ELEC,Point Reyes National Seashore - Bear Valley Visitor Center,1 Bear Valley Rd,Point Reyes Station,CA,94956,,US,GPS,38.040933,-122.800044,2014-08-06,2024-05-09,62978.0,2024-05-09 20:32:20 UTC,FG,E,,Public,6am-12am daily; overnight parking pass given to backcountry camping permit holders is required for 24 hour use,0.0,6.0,0.0,,Non-Networked,,J1772,NATL_PARK,Free,SOLAR,False,LD,False,,6448397338,-122.7997933,38.0395608,154.15335417428975
ELEC,PALO ALTO CA MPL #4,3700 Middlefield Rd,Palo Alto,CA,94303,,US,GPS,37.422105,-122.113507,2014-09-24,2024-07-09,63419.0,2024-07-09 01:11:20 UTC,,E,,Public,24 hours daily,0.0,1.0,0.0,,ChargePoint Network,http://www.chargepoint.com/,J1772,,,,,,False,,65495776,-122.1123897,37.4226937,118.40733524000673
ELEC,Fort Ross State Historic Park,19005 Coast Hwy,Jenner,CA,95450,,US,GPS,38.5159746604047,-123.2467089497376,2016-04-01,2023-09-14,63477.0,2024-01-31 22:07:01 UTC,P,E,,Public,10am-4:30pm daily,0.0,2.0,0.0,,Non-Networked,,J1772,PARK,Free,,False,MD,False,,56002417,-123.2465146,38.5164793,58.60571807211657
ELEC,Hilltop Ford Kia,3280 Auto Plaza Dr,Richmond,CA,94806,,US,200-9,37.984778,-122.320369,2014-08-01,2023-01-10,63656.0,2023-02-14 15:54:11 UTC,P,E,,Public,Service center use only,0.0,2.0,0.0,,Non-Networked,,J1772,CAR_DEALER,,,False,LD,False,,4924658895,-122.3193067,37.9848161,93.19746412583982
ELEC,JPMorgan Parking Garage,560 Mission St,San Francisco,CA,94105,,US,200-9,37.788865,-122.399359,2014-08-01,2022-01-10,63880.0,2022-02-10 19:42:29 UTC,P,E,,Public,24 hours daily,0.0,2.0,0.0,,Non-Networked,,J1772,PARKING_GARAGE,$5 per 4 hour session,,False,LD,False,,65306991,-122.4003456,37.7884407,98.70352372977729
ELEC,Stonestown Galleria Trader Joes,3251 20Th Ave,San Francisco,CA,94132,,US,GPS,37.7266635,-122.47598965,2014-08-01,2024-06-23,63881.0,2024-06-23 03:14:57 UTC,,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,0.0,2.0,0.0,,Volta,https://voltacharging.com/,J1772,,,,False,,False,,261499008,-122.4760662,37.7269197,29.272893066577964
ELEC,Extra Space Storage,2501 Cesar Chavez St,San Francisco,CA,94124,,US,GPS,37.749068,-122.402416,2014-09-01,2023-09-14,64775.0,2024-01-31 22:07:01 UTC,T,E,,Public - Call ahead,7am-7pm M-Sat,0.0,1.0,0.0,,Non-Networked,,J1772,STORAGE,Free,,False,LD,False,,65348937,-122.402533,37.749384,36.612474435248835
ELEC,Park 'N Fly,160 Produce Ave S,San Francisco,CA,94080,,US,GPS,37.647798,-122.407022,2015-04-01,2023-01-10,67924.0,2023-02-14 15:54:11 UTC,P,E,,Public,24 hours daily; must make reservation ahead of time; Drivers must bring their own J1772 cordset for Level 1 charging,2.0,0.0,0.0,,Non-Networked,,NEMA515,PAY_GARAGE,,,True,LD,False,,989844422,-122.4069493,37.6480882,32.897486128661306
ELEC,Napa Valley Community College,1088 College Ave,St. Helena,CA,94574,,US,GPS,38.509959,-122.456246,2015-04-01,2022-09-14,67930.0,2023-02-14 15:54:11 UTC,P,E,,Public - Card key at all times,Student and employee use only,0.0,2.0,0.0,,Non-Networked,,J1772,COLLEGE_CAMPUS,Free,,True,LD,True,,55960700,-122.45776,38.5098296,132.51695309738687
ELEC,Golden Gate National Recreation Area - Fort Mason,1300-1398 Bay St,San Francisco,CA,94123,,US,GPS,37.803955,-122.429484,2016-01-27,2023-06-12,70601.0,2024-01-31 22:07:01 UTC,FG,E,,Public,Park hours; 4 hour limit,0.0,4.0,0.0,,Non-Networked,,J1772,PARK,Free,,False,LD,False,,65296848,-122.4300655,37.8035283,69.72285590122677
ELEC,Golden Gate National Recreation Area - Stinson Beach,4900 Shoreline Highway 1,Stinson Beach,CA,94970,,US,GPS,37.896506,-122.639414,2016-03-01,2023-06-12,70603.0,2024-01-31 22:07:01 UTC,FG,E,,Public,Park hours; 4 hour limit,0.0,4.0,0.0,,Non-Networked,,J1772,NATL_PARK,Free,,False,LD,False,,375958359,-122.6393351,37.897202,77.70082048080197
ELEC,Hamilton Landing Parking,3 Hamilton Landing,Novato,CA,94949,,US,GPS,38.057367,-122.514066,2015-08-01,2023-09-14,70871.0,2024-01-31 22:07:01 UTC,P,E,,Public,24 hours daily,0.0,2.0,0.0,,Non-Networked,,J1772,PARKING_LOT,,,False,,False,,110405512,-122.5152598,38.0575364,106.20598411806202
ELEC,Hamilton Landing Parking,5 Hamilton Landing,Novato,CA,94949,,US,200-9,38.058125,-122.513464,2015-08-01,2023-09-14,70872.0,2024-01-31 22:07:01 UTC,P,E,,Public,24 hours daily,0.0,2.0,0.0,,Non-Networked,,J1772,PARKING_LOT,,,False,,False,,110405512,-122.5152598,38.0575364,170.30739880467357
